每日晋级数据 TOP100
2015-12-05 晋级数据 TOP100 女子组 (总票数: 189073)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 12 | 02535 |  1.4% ] 霞 - 我家浴缸的二三事
[ 13 | 02348 |  1.3% ] 更识楯无 - IS2 OVA 世界清洗篇
[ 14 | 01905 |  1.0% ] 宫藤芳佳 - 强袭魔女新OVA
[ 15 | 01843 |  1.0% ] 国广一 - 咲日和
[ 16 | 01651 |  0.9% ] 月读调 - 战姬绝唱GX
[ 17 | 01613 |  0.9% ] 风町阳歌 - 临时女友
[ 18 | 01530 |  0.8% ] 不知火五十铃 - 临时女友
[ 19 | 01371 |  0.7% ] 一之濑初 - 科学小飞侠Crowds 第二季
[ 20 | 01314 |  0.7% ] 西明日香 - 洲崎西
[ 21 | 01140 |  0.6% ] 浅野真澄 - 那就是声优
[ 22 | 00989 |  0.5% ] 红林游月 - 选择扩散者
[ 23 | 00932 |  0.5% ] 小早川纱枝 - 偶像大师 灰姑娘女孩
[ 24 | 00925 |  0.5% ] 十时爱梨 - 偶像大师 灰姑娘女孩
[ 25 | 00649 |  0.4% ] 天上院骑咲 - 电波教师
[ 26 | 00601 |  0.3% ] 上木崎常盘 - 浦和小调
[ 27 | 00550 |  0.3% ] 妮嘉 - 血界战线
[ 28 | 00535 |  0.3% ] 伊丽莎白 - 女神异闻录3剧场版
[ 29 | 00476 |  0.3% ] 志保美理穗 - 玉响剧场版
[ 30 | 00428 |  0.2% ] 无响零子 - 电波教师
[ 31 | 00393 |  0.2% ] 皆川抚子 - 早安恋味蛋糕店
[ 32 | 00370 |  0.2% ] 夏蒂 - ChaosDragon赤龙战役
[ 33 | 00362 |  0.2% ] 氷上堇 - 偶像活动 第三季
[ 34 | 00346 |  0.2% ] 井上纯 - 咲日和
[ 35 | 00330 |  0.2% ] 风泽空 - 偶像活动剧场版
[ 36 | 00326 |  0.2% ] 柳生三严 - 一骑当千 Extravaganza Epoch
[ 37 | 00315 |  0.2% ] 中村麻子 - 潮与虎
[ 38 | 00234 |  0.1% ] 井上真由子 - 潮与虎
[ 39 | 00226 |  0.1% ] 法莉娜 - DOG DAYS 第三季
[ 40 | 00209 |  0.1% ] 吉川春乃 - 钻石王牌
[ 41 | 00198 |  0.1% ] 伊佐坂浮江 - 海螺小姐
[ 42 | 00194 |  0.1% ] 莉康兹·西伯里 - 健全机斗士OVA
[ 43 | 00182 |  0.1% ] 高岛礼 - 钻石王牌
[ 44 | 00141 |  0.1% ] 里克尔·光 - 白银的意志 ARGEVOLLEN
[ 45 | 00131 |  0.1% ] 安斋都 - 偶像大师 灰姑娘女孩
[ 46 | 00097 |  0.1% ] 奇奇 - 干支魂
[ 47 | 00076 |  0.0% ] 桧山勇 - 潮与虎
[ 48 | 00059 |  0.0% ] 笛山塔里 - 爱·天地无用
[ 49 | 00050 |  0.0% ] 樱坂日向 - 舞力四射

2015-11-08 晋级数据 TOP100 男子组 (总票数: 156114)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 29546 | 18.9% ] 毛利小五郎 - 名侦探柯南
[ 02 | 25095 | 16.1% ] 周防尊 - K MISSING KINGS
[ 03 | 12256 |  7.9% ] 千手柱间 - 火影忍者 疾风传
[ 04 | 10491 |  6.7% ] 渡亮太 - 四月是你的谎言
[ 05 | 07979 |  5.1% ] 若狭 - 我家浴缸的二三事
[ 06 | 06794 |  4.4% ] 秋道丁次 - 火影忍者 疾风传
[ 07 | 06299 |  4.0% ] 九重透流 - 绝对双刃
[ 08 | 06186 |  4.0% ] 泰格勒威尔穆德·沃鲁恩 - 魔弹之王与战姬
[ 09 | 05670 |  3.6% ] 羽柴 - 乱步奇谭 Game of Laplace
[ 10 | 03931 |  2.5% ] 多古·血槌 - 血界战线
[ 11 | 03646 |  2.3% ] 葛原金之助 - 无头骑士异闻录×2 承
[ 12 | 03419 |  2.2% ] 六道轮回 - 境界之轮回
[ 13 | 03169 |  2.0% ] 弦亚(青龙) - 晨曦公主
[ 14 | 02990 |  1.9% ] 城崎 - 我们大家的河合庄
[ 15 | 02821 |  1.8% ] 观月初 - 新网球王子OVA vs Genius10
[ 16 | 02787 |  1.8% ] 紫云院素良 - 游戏王ARC-V
[ 17 | 02707 |  1.7% ] 朝日奈弥 - 兄弟战争OVA
[ 18 | 02704 |  1.7% ] 索玛·阿斯曼加达尔 - 黑执事 Book of Murder
[ 19 | 02220 |  1.4% ] 经纪夫 - 黑白小姐 第二季
[ 20 | 02107 |  1.3% ] 卷岛裕介 - 飙速宅男 第二季
[ 21 | 01996 |  1.3% ] 福井健介 - 黑子的篮球 第三季
[ 22 | 01610 |  1.0% ] 瓦雷利亚·卡尔巴多斯 - DOG DAYS 第三季
[ 23 | 01226 |  0.8% ] 扎兹巴鲁姆 - ALDNOAH ZERO 第二季
[ 24 | 01164 |  0.7% ] 兰巴·拉尔 - 敢达创战者TRY
[ 25 | 01155 |  0.7% ] 伊耶亚斯 - 斩·赤红之瞳
[ 26 | 01060 |  0.7% ] 可伊 - ChaosDragon赤龙战役
[ 27 | 01001 |  0.6% ] 权现坂升 - 游戏王ARC-V
[ 28 | 00742 |  0.5% ] 德金·索多·扎比 - 机动战士高达THE ORIGIN
[ 29 | 00609 |  0.4% ] 本多晃 - 火星异种
[ 30 | 00486 |  0.3% ] 镖 - 潮与虎
[ 31 | 00287 |  0.2% ] 木下友夫 - 团地友夫
[ 32 | 00269 |  0.2% ] 篠原弘树 - 宇宙战舰大和号2199 追忆的航海
[ 33 | 00239 |  0.2% ] 帕祖祖 - 巴哈姆特之怒
[ 34 | 00233 |  0.1% ] 丹波光一郎 - 钻石王牌
[ 35 | 00217 |  0.1% ] 比利·莫甘 - 苍穹之法芙娜EXODUS
[ 36 | 00204 |  0.1% ] 斋藤至 - 新网球王子OVA vs Genius10
[ 37 | 00174 |  0.1% ] 奥特姆 - 翠星的加尔刚蒂亚OVA
[ 38 | 00156 |  0.1% ] 间公文 - 团地友夫
[ 39 | 00129 |  0.1% ] 曼多萨 - 牙狼 炎之刻印
[ 40 | 00109 |  0.1% ] 新 - 龙收藏
[ 41 | 00091 |  0.1% ] 樫野 - 团地友夫
[ 42 | 00078 |  0.0% ] 天见浩司 - 雨色可可
[ 43 | 00062 |  0.0% ] 底波拉贵崎 - 英雄银行

2015-11-07 晋级数据 TOP100 女子组 (总票数: 263404)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 34877 | 13.2% ] 三笠·阿克曼 - 进击的巨人剧场版
[ 02 | 28392 | 10.8% ] 霞之丘诗羽 - 路人女主的养成方法
[ 03 | 25217 |  9.6% ] 响 - 舰队collection
[ 04 | 24370 |  9.3% ] 椎名真由理 - 命运石之门 聪明睿智的认知计算
[ 05 | 20770 |  7.9% ] 叶 - 干物妹小埋
[ 06 | 18176 |  6.9% ] 薙切绘里奈 - 食戟之灵
[ 07 | 15907 |  6.0% ] 西莉卡(绫野珪子) - 刀剑神域 第二季
[ 08 | 14765 |  5.6% ] 露西·哈特菲利亚 - 妖精的尾巴 第二季
[ 09 | 13251 |  5.0% ] 美游 - 魔法少女伊莉雅2wei Herz
[ 10 | 09954 |  3.8% ] 陆奥 - 舰队collection
[ 11 | 08478 |  3.2% ] 直树美纪 - 学园孤岛
[ 12 | 08220 |  3.1% ] 新子憧 - 天才麻将少女 阿知贺篇SP
[ 13 | 06967 |  2.6% ] 狩泽绘理华 - 无头骑士异闻录×2 承
[ 14 | 03948 |  1.5% ] 常盘绿 - 玉子市场 剧场版
[ 15 | 03921 |  1.5% ] 中世古香织 - 吹响！上低音号
[ 16 | 03388 |  1.3% ] 张间美香 - 无头骑士异闻录×2 承
[ 17 | 03177 |  1.2% ] 孙策伯符 - 一骑当千 Extravaganza Epoch
[ 18 | 01958 |  0.7% ] 缇娅·莱特宁格 - 铳皇无尽的法夫纳
[ 19 | 01701 |  0.6% ] 桂美美 - 魔法少女伊莉雅2wei Herz
[ 20 | 01463 |  0.6% ] 真白 - ChaosDragon赤龙战役
[ 21 | 01273 |  0.5% ] 雪莉 - 可塑性记忆
[ 22 | 01189 |  0.5% ] 绿川缬 - 希德尼娅的骑士 第二季
[ 23 | 01121 |  0.4% ] 小日向莓 - 临时女友
[ 24 | 00935 |  0.4% ] 宁宁 - 战国无双
[ 25 | 00864 |  0.3% ] 百合园蜜子 - 百合熊岚
[ 26 | 00864 |  0.3% ] 小坂结季奈 - 旋转少女
[ 27 | 00787 |  0.3% ] 黑川茉莉 - GATE奇幻自卫队
[ 28 | 00720 |  0.3% ] 马头 - 斩·赤红之瞳
[ 29 | 00644 |  0.2% ] 莉莉安 - 宝石宠物Lady
[ 30 | 00567 |  0.2% ] 瓜仔 - 干支魂
[ 31 | 00518 |  0.2% ] 北条响(Cure Melody) - 光之美少女全明星 春季嘉年华
[ 32 | 00506 |  0.2% ] 松本纱里奈 - 偶像大师 灰姑娘女孩
[ 33 | 00498 |  0.2% ] 蜜卡·杰乌坎 - 战姬绝唱GX
[ 34 | 00475 |  0.2% ] 莎耶 - 翠星的加尔刚蒂亚OVA
[ 35 | 00435 |  0.2% ] 音城赛拉 - 偶像活动剧场版
[ 36 | 00412 |  0.2% ] 饰铃 - 魔女的使命OAD
[ 37 | 00394 |  0.1% ] 山崎阳菜 - 幸腹涂鸦
[ 38 | 00311 |  0.1% ] 菜花黄名子 - 闪电十一人剧场版 超次元梦幻比赛
[ 39 | 00307 |  0.1% ] 朱美蜜柑 - 其实我是
[ 40 | 00301 |  0.1% ] 露比 - 宝石宠物MagicalChange
[ 41 | 00272 |  0.1% ] 拉利玛 - 宝石宠物MagicalChange
[ 42 | 00238 |  0.1% ] 美代吉 - 昭和元禄落语心中OVA
[ 43 | 00232 |  0.1% ] 刀祢大和 - 电波教师
[ 44 | 00155 |  0.1% ] 冰尾冻子 - 魔女的使命OAD
[ 45 | 00125 |  0.0% ] 佐仓江那 - 生存游戏部OVA
[ 46 | 00125 |  0.0% ] 上田铃帆 - 偶像大师 灰姑娘女孩
[ 47 | 00100 |  0.0% ] 拉米亚 - CROSSANGE 天使与龙的轮舞
[ 48 | 00088 |  0.0% ] 上永谷亚纪 - 教室危机
[ 49 | 00048 |  0.0% ] 露露 - 决斗大师VS

2015-11-07 晋级数据 TOP100 男子组 (总票数: 224418)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 37523 | 16.7% ] 阿良良木历 - 凭物语
[ 02 | 35268 | 15.7% ] 泉新一 - 寄生兽 生命的准则
[ 03 | 16082 |  7.2% ] 克林 - 龙珠改 魔人布欧篇
[ 04 | 14552 |  6.5% ] 若松博隆 - 月刊少女野崎君OVA
[ 05 | 13877 |  6.2% ] 影男 - 乱步奇谭 Game of Laplace
[ 06 | 12512 |  5.6% ] 犬冢牙 - 火影忍者 疾风传
[ 07 | 11609 |  5.2% ] 东城刃更 - 新妹魔王的契约者
[ 08 | 11316 |  5.0% ] 花轮和彦 - 樱桃小丸子 第二季
[ 09 | 10932 |  4.9% ] 空木莲华 - 噬神者
[ 10 | 10311 |  4.6% ] 吉尔桑达 - 七大罪
[ 11 | 07938 |  3.5% ] 君月士方 - 终结的炽天使
[ 12 | 05886 |  2.6% ] 戈尔道夫·奥欧拉 - 六花的勇者
[ 13 | 05446 |  2.4% ] 大国主 - 元气少女缘结神 第二季
[ 14 | 04579 |  2.0% ] 坂木 - 宠物小精灵XY
[ 15 | 03421 |  1.5% ] 菊池冬马 - 青春之旅OAD
[ 16 | 02371 |  1.1% ] 皆城总士 - 苍穹之法芙娜EXODUS
[ 17 | 02353 |  1.0% ] 冲田十三 - 宇宙战舰大和号2199 追忆的航海
[ 18 | 02172 |  1.0% ] 杉江茂 - 白箱
[ 19 | 02036 |  0.9% ] 圆堂守 - 闪电十一人剧场版 超次元梦幻比赛
[ 20 | 01692 |  0.8% ] 井濑纯也 - 敢达创战者TRY
[ 21 | 01678 |  0.7% ] 峰岸透 - 迷糊餐厅 第三季
[ 22 | 01625 |  0.7% ] 库鲁特欧 - ALDNOAH ZERO 第二季
[ 23 | 01247 |  0.6% ] 大叔 - 军人少女
[ 24 | 01045 |  0.5% ] O·D - 科学小飞侠Crowds 第二季
[ 25 | 00917 |  0.4% ] 顽马博士 - 蜡笔小新2014剧场版
[ 26 | 00745 |  0.3% ] 阿历克斯·坎德利·斯蒂沃特 - 火星异种
[ 27 | 00744 |  0.3% ] 泉田塔一郎 - 飙速宅男 第二季
[ 28 | 00698 |  0.3% ] 帕多里克 - 血界战线
[ 29 | 00628 |  0.3% ] 势威一郎 - 希德尼娅的骑士 第二季
[ 30 | 00494 |  0.2% ] 矢岛尼尔斯 - 敢达创战者TRY
[ 31 | 00403 |  0.2% ] 加藤三郎 - 宇宙战舰大和号2199 追忆的航海
[ 32 | 00390 |  0.2% ] 修 - 闪电十一人剧场版 超次元梦幻比赛
[ 33 | 00289 |  0.1% ] 施雷恩·里希特霍芬 - 白银的意志 ARGEVOLLEN
[ 34 | 00280 |  0.1% ] 南部康雄 - 宇宙战舰大和号2199 追忆的航海
[ 35 | 00272 |  0.1% ] 吉田吉伸 - 团地友夫
[ 36 | 00258 |  0.1% ] 东条秀明 - 钻石王牌
[ 37 | 00201 |  0.1% ] 樱田康介 - 其实我是
[ 38 | 00198 |  0.1% ] 吉冈道夫 - 阿秋的演奏
[ 39 | 00131 |  0.1% ] 北野哲也 - 宇宙战舰大和号2199 追忆的航海
[ 40 | 00119 |  0.1% ] 卢克 - 魔神之骨
[ 41 | 00094 |  0.0% ] I司令 - 未来卡搭档对战
[ 42 | 00086 |  0.0% ] 飞龙跳跃 - 舞力四射

2015-11-06 晋级数据 TOP100 女子组 (总票数: 167369)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 31098 | 18.6% ] 南小鸟 - Love Live! The School Idol Movie
[ 02 | 20324 | 12.1% ] 泽村·斯潘塞·英梨梨 - 路人女主的养成方法
[ 03 | 14068 |  8.4% ] 惠飞须泽胡桃 - 学园孤岛
[ 04 | 13218 |  7.9% ] 黑羽柚咲 - 夏洛特
[ 05 | 11806 |  7.1% ] 夏提雅·布拉德弗伦 - OVERLORD
[ 06 | 11339 |  6.8% ] 纲手 - 火影忍者 疾风传
[ 07 | 11189 |  6.7% ] 晓 - 记录的地平线 第二季
[ 08 | 10975 |  6.6% ] 切尔茜 - 斩·赤红之瞳
[ 09 | 07004 |  4.2% ] 畑兰子 - 妄想学生会OVA
[ 10 | 06048 |  3.6% ] 伊波真昼 - 迷糊餐厅 第三季
[ 11 | 04385 |  2.6% ] 仓田唯 - 七人魔法使
[ 12 | 03131 |  1.9% ] 古宫乃乃香 - 天体的秩序
[ 13 | 02478 |  1.5% ] 科户濑伊札那 - 希德尼娅的骑士 第二季
[ 14 | 01985 |  1.2% ] 藤咲可怜 - 老婆是学生会长
[ 15 | 01521 |  0.9% ] 菲莉尔·克雷斯特 - 铳皇无尽的法夫纳
[ 16 | 01190 |  0.7% ] 新垣雏菜 - 临时女友
[ 17 | 01016 |  0.6% ] 森野麒麟 - 幸腹涂鸦
[ 18 | 00978 |  0.6% ] 星辉子 - 偶像大师 灰姑娘女孩
[ 19 | 00877 |  0.5% ] 高森蓝子 - 偶像大师 灰姑娘女孩
[ 20 | 00849 |  0.5% ] 野中胡桃 - 新妹魔王的契约者
[ 21 | 00836 |  0.5% ] 七海蓝 - 夜樱四重奏OAD
[ 22 | 00825 |  0.5% ] 菊乃 - 迷糊餐厅 第三季
[ 23 | 00770 |  0.5% ] 流华·索瓦加斯基 - Venus Project Climax
[ 24 | 00725 |  0.4% ] 佐久间麻由 - 偶像大师 灰姑娘女孩
[ 25 | 00697 |  0.4% ] 吟游院芹香 - 如果折断她的旗OAD
[ 26 | 00648 |  0.4% ] 时谷小琉璃 - 临时女友
[ 27 | 00642 |  0.4% ] 紫吹兰 - 偶像活动 第三季
[ 28 | 00546 |  0.3% ] 服部花子 - 教室危机
[ 29 | 00507 |  0.3% ] 亚里亚·格拉斯曼大佐 - 军人少女
[ 30 | 00433 |  0.3% ] 堂本知惠美 - 白箱
[ 31 | 00424 |  0.3% ] 川口小姐 - 敢达创战者TRY
[ 32 | 00403 |  0.2% ] 姬岛木乃子 - 临时女友
[ 33 | 00397 |  0.2% ] 艾列拉·露 - 铳皇无尽的法夫纳
[ 34 | 00378 |  0.2% ] 村上文绪 - 临时女友
[ 35 | 00372 |  0.2% ] 苍乃美希(Cure Berry) - 光之美少女全明星 春季嘉年华
[ 36 | 00369 |  0.2% ] 官越秘 - 动画心疗系
[ 37 | 00317 |  0.2% ] 九罗密美星 - 爱·天地无用
[ 38 | 00308 |  0.2% ] 藤原桃 - 旋转少女
[ 39 | 00302 |  0.2% ] 田岛樱 - 浦和小调
[ 40 | 00300 |  0.2% ] 堂马舞 - 苍穹之法芙娜EXODUS
[ 41 | 00287 |  0.2% ] 夏木玲(Cure Rouge) - 光之美少女全明星 春季嘉年华
[ 42 | 00242 |  0.1% ] 三室美园 - 浦和小调
[ 43 | 00227 |  0.1% ] 加藤梨理香 - 暴力宇宙海贼 亚空的深渊
[ 44 | 00221 |  0.1% ] 南米蕾 - 美妙天堂
[ 45 | 00202 |  0.1% ] 小龙 - 干支魂
[ 46 | 00165 |  0.1% ] 小雏 - 干支魂
[ 47 | 00147 |  0.1% ] 诺雷朵·纳格 - 高达G之复国运动
[ 48 | 00137 |  0.1% ] 园田满 - 望实与君雄OVA
[ 49 | 00063 |  0.0% ] 富士宫风音 - 未来卡搭档对战

2015-11-06 晋级数据 TOP100 男子组 (总票数: 153599)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 34166 | 22.2% ] 江户川柯南(工藤新一) - 名侦探柯南
[ 02 | 15366 | 10.0% ] 克劳斯·V·莱因赫兹 - 血界战线
[ 03 | 13735 |  8.9% ] 宇智波带土 - 火影忍者 疾风传
[ 04 | 10800 |  7.0% ] 山崎退 - 银魂°
[ 05 | 08372 |  5.5% ] 拉伯克 - 斩·赤红之瞳
[ 06 | 08318 |  5.4% ] 相马博臣 - 迷糊餐厅 第三季
[ 07 | 07631 |  5.0% ] 塞巴斯·蒂安 - OVERLORD
[ 08 | 07161 |  4.7% ] 游马崎沃克 - 无头骑士异闻录×2 承
[ 09 | 06438 |  4.2% ] 瑞希 - 元气少女缘结神 第二季
[ 10 | 05811 |  3.8% ] 龙己 - 我家浴缸的二三事
[ 11 | 05392 |  3.5% ] 日向顺平 - 黑子的篮球 第三季
[ 12 | 05372 |  3.5% ] 材木座义辉 - 我的青春恋爱物语果然有问题 第二季
[ 13 | 03614 |  2.4% ] 西谷夕 - 排球少年剧场版
[ 14 | 03458 |  2.3% ] 高桥启介 - 头文字D 新剧场版
[ 15 | 02391 |  1.6% ] 大黑 - 甘城光辉游乐园
[ 16 | 01599 |  1.0% ] 德川和也 - 新网球王子OVA vs Genius10
[ 17 | 01382 |  0.9% ] 寺坂龙马 - 暗杀教室
[ 18 | 01348 |  0.9% ] 远山金太郎 - 新网球王子OVA vs Genius10
[ 19 | 01284 |  0.8% ] 不二裕太 - 新网球王子OVA vs Genius10
[ 20 | 01223 |  0.8% ] 刘翊武 - 火星异种
[ 21 | 00991 |  0.6% ] 皋月辽 - 早安恋味蛋糕店
[ 22 | 00962 |  0.6% ] 入江奏多 - 新网球王子OVA vs Genius10
[ 23 | 00784 |  0.5% ] 嘉神直人 - 笑傲昙天
[ 24 | 00734 |  0.5% ] 橿原杏平 - 苍蓝钢铁的琶音DC
[ 25 | 00684 |  0.4% ] 三云修 - 境界触发者
[ 26 | 00652 |  0.4% ] 小野田真 - 夫妻成长日记 新OVA
[ 27 | 00571 |  0.4% ] 灰羽列夫 - 排球少年剧场版
[ 28 | 00523 |  0.3% ] 丸尾荣一郎 - 网球优等生 第二季
[ 29 | 00523 |  0.3% ] 北条氏康 - 战国无双
[ 30 | 00494 |  0.3% ] 三村航辉 - 暗杀教室
[ 31 | 00330 |  0.2% ] 须贺明 - 敢达创战者TRY
[ 32 | 00247 |  0.2% ] 平等院凤凰 - 新网球王子OVA vs Genius10
[ 33 | 00245 |  0.2% ] 鬼十次郎 - 新网球王子OVA vs Genius10
[ 34 | 00242 |  0.2% ] 与太郎 - 昭和元禄落语心中OVA
[ 35 | 00190 |  0.1% ] 东兹拉 - 夜之小双侠
[ 36 | 00148 |  0.1% ] 胡狼桑原 - 新网球王子OVA vs Genius10
[ 37 | 00129 |  0.1% ] 乔·瓦兹 - CodeGeass亡国的阿基德
[ 38 | 00107 |  0.1% ] 兰巴涅因 - 境界触发者
[ 39 | 00076 |  0.0% ] 毛村 - 未来卡搭档对战
[ 40 | 00041 |  0.0% ] 多度恒斗 - 卡片战斗先导者G
[ 41 | 00039 |  0.0% ] 金蛇秀水 - 未来卡搭档对战
[ 42 | 00026 |  0.0% ] 里那多 - 魔神之骨

2015-11-05 晋级数据 TOP100 女子组 (总票数: 143114)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 24401 | 17.1% ] 牧濑红莉栖 - 命运石之门 聪明睿智的认知计算
[ 02 | 21759 | 15.2% ] 金刚 - 舰队collection
[ 03 | 11367 |  7.9% ] 长门 - 舰队collection
[ 04 | 08607 |  6.0% ] 平冢静 - 我的青春恋爱物语果然有问题 第二季
[ 05 | 08575 |  6.0% ] 柊筱娅 - 终结的炽天使
[ 06 | 07639 |  5.3% ] 娜贝拉尔·伽玛 - OVERLORD
[ 07 | 06389 |  4.5% ] 天江衣 - 咲日和
[ 08 | 05956 |  4.2% ] 大室樱子 - 摇曳百合OVA
[ 09 | 05561 |  3.9% ] 睦月 - 舰队collection
[ 10 | 05213 |  3.6% ] 韩吉·佐耶 - 进击的巨人剧场版
[ 11 | 04654 |  3.3% ] 爱丽丝·卡塔雷特 - 黄金拼图 第二季
[ 12 | 02935 |  2.1% ] 莉莉丝·布里斯托 - 绝对双刃
[ 13 | 02779 |  1.9% ] 小泉红子 - 魔术快斗1412
[ 14 | 02474 |  1.7% ] 星井美希 - 偶像大师剧场版
[ 15 | 02225 |  1.6% ] 关羽云长 - 一骑当千 Extravaganza Epoch
[ 16 | 02110 |  1.5% ] 春日圣 - 七人魔法使
[ 17 | 01991 |  1.4% ] 二子 - 鬼灯的冷彻OAD
[ 18 | 01812 |  1.3% ] 紫藤伊莉娜 - 高校龙中龙D×D BorN
[ 19 | 01775 |  1.2% ] 入巢莳菜 - 灰色的果实
[ 20 | 01380 |  1.0% ] 墨须 - 魔物娘相伴的日常
[ 21 | 01328 |  0.9% ] 诺娜 - 死亡游行
[ 22 | 01315 |  0.9% ] 矢岛鼎 - 青春×机关枪
[ 23 | 01283 |  0.9% ] 洲崎绫 - 洲崎西
[ 24 | 01153 |  0.8% ] 九鬼圆 - 日常系的异能战斗
[ 25 | 00917 |  0.6% ] 莎悠 - 斩·赤红之瞳
[ 26 | 00857 |  0.6% ] 三田亚由美 - 狼少女与黑王子
[ 27 | 00788 |  0.6% ] 安部菜菜 - 偶像大师 灰姑娘女孩
[ 28 | 00729 |  0.5% ] 冯·斯克鲁德 - 终结的炽天使
[ 29 | 00628 |  0.4% ] 奎因·玛露达 - 鲁邦三世剧场版 次元大介的墓碑
[ 30 | 00511 |  0.4% ] 佐藤花 - 城下町的蒲公英
[ 31 | 00491 |  0.3% ] 宇德真茶未(抹茶绿) - 旋转少女
[ 32 | 00452 |  0.3% ] 樱井桃华 - 偶像大师 灰姑娘女孩
[ 33 | 00369 |  0.3% ] 高槻七海 - DOG DAYS 第三季
[ 34 | 00296 |  0.2% ] 宇佐美栞 - 境界触发者
[ 35 | 00288 |  0.2% ] 有栖川乙女 - 偶像活动剧场版
[ 36 | 00282 |  0.2% ] 制作人 - 侦探歌剧少女福尔摩斯TD
[ 37 | 00277 |  0.2% ] Chidori - 女神异闻录3剧场版
[ 38 | 00259 |  0.2% ] 土田芽生 - 幸腹涂鸦
[ 39 | 00226 |  0.2% ] 望月艾蕾娜 - 临时女友
[ 40 | 00170 |  0.1% ] 数子 - 百万偶像
[ 41 | 00153 |  0.1% ] 理嘉 - 境界之轮回
[ 42 | 00141 |  0.1% ] 青户秀美 - 团地友夫
[ 43 | 00136 |  0.1% ] 麻衣 - 漫研部 TV未放送
[ 44 | 00099 |  0.1% ] 多萝西 - 夜之小双侠
[ 45 | 00098 |  0.1% ] 艾玛·布隆森 - CROSSANGE 天使与龙的轮舞
[ 46 | 00084 |  0.1% ] 福王子罗拉 - 宝石宠物MagicalChange
[ 47 | 00072 |  0.1% ] 难波笑美 - 偶像大师 灰姑娘女孩
[ 48 | 00058 |  0.0% ] 真由美 - 阿茹茉妮
[ 49 | 00052 |  0.0% ] 剑光姬 - 绝命制裁X

2015-11-05 晋级数据 TOP100 男子组 (总票数: 122397)
[ 小组名次 | 票数 | 得票率 ] 人物名称 - 作品名称
[ 01 | 23723 | 19.4% ] 孙悟空 - 龙珠改 魔人布欧篇
[ 02 | 14582 | 11.9% ] 神谷浩史 - 那就是声优
[ 03 | 10528 |  8.6% ] 百夜优一郎 - 终结的炽天使
[ 04 | 10227 |  8.4% ] 弗兰奇 - 海贼王
[ 05 | 10136 |  8.3% ] 菊丸英二 - 新网球王子OVA vs Genius10
[ 06 | 06594 |  5.4% ] 堂岛银 - 食戟之灵
[ 07 | 06575 |  5.4% ] 索玛·希克扎尔 - 噬神者
[ 08 | 05463 |  4.5% ] 春日新 - 七人魔法使
[ 09 | 04745 |  3.9% ] 加斯帕·维拉迪 - 高校龙中龙D×D BorN
[ 10 | 03133 |  2.6% ] 查尔斯·格雷 - 黑执事 Book of Murder
[ 11 | 03039 |  2.5% ] 二宫时雨 - 御神乐学园组曲
[ 12 | 02631 |  2.1% ] 渡草三郎 - 无头骑士异闻录×2 承
[ 13 | 02222 |  1.8% ] JOKER - 怪盗JOKER
[ 14 | 01880 |  1.5% ] 仲野晴辉 - 群居姐妹
[ 15 | 01874 |  1.5% ] 田中汤姆 - 无头骑士异闻录×2 承
[ 16 | 01665 |  1.4% ] 韦尔夫·克洛佐 - 在地下城寻求邂逅是否搞错了什么
[ 17 | 01631 |  1.3% ] 李·耿恩 - 记录的地平线 第二季
[ 18 | 01498 |  1.2% ] 康斯坦斯 - 可塑性记忆
[ 19 | 01328 |  1.1% ] 叶戈尔 - 无头骑士异闻录×2 承
[ 20 | 01034 |  0.8% ] 御幸一也 - 钻石王牌
[ 21 | 00944 |  0.8% ] 菅谷创介 - 暗杀教室
[ 22 | 00907 |  0.7% ] 木村正义 - 暗杀教室
[ 23 | 00884 |  0.7% ] 官越好藏 - 动画心疗系
[ 24 | 00677 |  0.6% ] 斋藤 - 攻壳机动队ARISE TV版
[ 25 | 00522 |  0.4% ] 沢渡香 - 玉响剧场版
[ 26 | 00498 |  0.4% ] 雾野兰丸 - 闪电十一人剧场版 超次元梦幻比赛
[ 27 | 00496 |  0.4% ] 富良太志 - 东京食尸鬼【JACK】
[ 28 | 00442 |  0.4% ] 浮岳 - ChaosDragon赤龙战役
[ 29 | 00438 |  0.4% ] 加拉哈德·沃夫 - 黑街
[ 30 | 00325 |  0.3% ] 加姆·格拉弗特曼 - ALDNOAH ZERO 第二季
[ 31 | 00246 |  0.2% ] 狩真启 - 敢达创战者TRY
[ 32 | 00240 |  0.2% ] 知久和武 - 美男高校地球防卫部LOVE
[ 33 | 00237 |  0.2% ] 健 - 旋转少女
[ 34 | 00198 |  0.2% ] 川上宪史 - 钻石王牌
[ 35 | 00188 |  0.2% ] 桃园一也 - 电波教师
[ 36 | 00144 |  0.1% ] 松永 - 敢达创战者TRY
[ 37 | 00127 |  0.1% ] 熊岛五郎太 - 妖怪手表
